name,source,logMstar_gal,g_minus_i,has_nsc,colour_class_fig3,host_type_fig3
fig03_0551,NGVS,8.9,0.9499999999999993,True,red_sequence,early
fig03_0552,NGVS,8.3,0.8100000000000023,True,red_sequence,early
fig03_0553,NGVS,7.5,0.9200000000000017,True,red_sequence,early
fig03_0554,NGVS,5.7,0.2599999999999998,True,blue_cloud,late
fig03_0555,NGVS,5.1,1.0100000000000007,False,red_sequence,early
fig03_0556,NGVS,8.9,0.9200000000000017,True,red_sequence,early
fig03_0557,NGVS,7.8,0.9199999999999999,True,red_sequence,early
fig03_0558,NGVS,7.8,0.7200000000000006,False,red_sequence,early
fig03_0559,NGVS,7.9,0.8000000000000007,True,red_sequence,early
fig03_0560,NGVS,6.1,0.8200000000000003,False,red_sequence,early
fig03_0561,NGVS,5.1,0.9100000000000001,False,red_sequence,early
fig03_0562,NGVS,8.8,0.9199999999999982,True,red_sequence,early
fig03_0563,NGVS,5.8,0.5,False,red_sequence,early
fig03_0564,NGVS,5.4,0.6100000000000012,False,red_sequence,early
fig03_0565,NGVS,6.3,0.7300000000000004,False,red_sequence,early
fig03_0566,NGVS,8.4,0.5699999999999985,True,blue_cloud,late
fig03_0567,NGVS,7.4,0.8200000000000003,True,red_sequence,early
fig03_0568,NGVS,7.8,0.7599999999999998,True,red_sequence,early
fig03_0569,NGVS,6.5,0.870000000000001,False,red_sequence,early
fig03_0570,NGVS,9.5,0.8399999999999999,True,red_sequence,early
fig03_0571,NGVS,7.8,0.7900000000000009,True,red_sequence,early
fig03_0572,NGVS,8.1,0.8499999999999996,True,red_sequence,early
fig03_0573,NGVS,6.5,0.6699999999999999,False,red_sequence,early
fig03_0574,NGVS,6.8,0.7299999999999986,False,red_sequence,early
fig03_0575,NGVS,8.4,0.7800000000000011,False,red_sequence,early
fig03_0576,NGVS,6.2,0.5999999999999996,False,red_sequence,early
fig03_0577,NGVS,6.3,0.8499999999999996,False,red_sequence,early
fig03_0578,NGVS,5.8,0.5099999999999998,False,red_sequence,early
fig03_0579,NGVS,5.5,0.40000000000000036,False,red_sequence,early
fig03_0580,NGVS,5.6,0.9800000000000004,False,red_sequence,early
fig03_0581,NGVS,5.8,0.22999999999999865,False,blue_cloud,late
fig03_0582,NGVS,6.5,0.8399999999999999,False,red_sequence,early
fig03_0583,NGVS,5.6,0.9100000000000001,False,red_sequence,early
fig03_0584,NGVS,6.1,0.5999999999999996,False,red_sequence,early
fig03_0585,NGVS,7.5,0.5899999999999999,False,red_sequence,early
fig03_0586,NGVS,5.8,0.7200000000000006,False,red_sequence,early
fig03_0587,NGVS,7.5,0.7699999999999996,False,red_sequence,early
fig03_0588,NGVS,5.2,0.17999999999999972,True,blue_cloud,late
fig03_0589,NGVS,9.2,0.8100000000000023,False,red_sequence,early
fig03_0590,NGVS,6.2,0.7100000000000009,True,red_sequence,early
fig03_0591,NGVS,7.2,0.8099999999999987,False,red_sequence,early
fig03_0592,NGVS,5.6,0.7999999999999989,False,red_sequence,early
fig03_0593,NGVS,5.2,0.629999999999999,False,red_sequence,early
fig03_0594,NGVS,6.8,0.7899999999999991,False,red_sequence,early
fig03_0595,NGVS,6.1,0.5800000000000001,False,red_sequence,early
fig03_0596,NGVS,5.7,0.7300000000000004,False,red_sequence,early
fig03_0597,NGVS,5.2,0.870000000000001,False,red_sequence,early
fig03_0598,NGVS,5.6,0.4499999999999993,False,red_sequence,early
fig03_0599,NGVS,6.9,0.6899999999999995,False,red_sequence,early
fig03_0600,NGVS,6.5,0.8599999999999994,True,red_sequence,early
fig03_0601,NGVS,5.0,0.4599999999999991,False,red_sequence,early
fig03_0602,NGVS,7.2,0.7900000000000009,True,red_sequence,early
fig03_0603,NGVS,4.8,0.3199999999999994,False,red_sequence,early
fig03_0604,NGVS,6.7,1.200000000000001,True,red_sequence,early
fig03_0605,NGVS,5.7,0.620000000000001,False,red_sequence,early
fig03_0606,NGVS,6.3,0.9199999999999999,False,red_sequence,early
fig03_0607,NGVS,7.4,0.8999999999999986,False,red_sequence,early
fig03_0608,NGVS,6.4,0.6900000000000013,True,red_sequence,early
fig03_0609,NGVS,5.2,0.9600000000000009,False,red_sequence,early
fig03_0610,NGVS,8.7,0.8999999999999986,True,red_sequence,early
fig03_0611,NGVS,5.5,0.5999999999999996,False,red_sequence,early
fig03_0612,NGVS,6.4,0.8000000000000007,False,red_sequence,early
fig03_0613,NGVS,5.5,0.47000000000000064,False,red_sequence,early
fig03_0614,NGVS,6.6,0.6999999999999993,False,red_sequence,early
fig03_0615,NGVS,7.0,0.7400000000000002,False,red_sequence,early
fig03_0616,NGVS,5.7,0.6600000000000001,False,red_sequence,early
fig03_0617,NGVS,5.8,0.9600000000000009,False,red_sequence,early
fig03_0618,NGVS,8.6,0.5499999999999972,False,blue_cloud,late
fig03_0619,NGVS,6.8,0.7900000000000009,False,red_sequence,early
fig03_0620,NGVS,6.0,0.8000000000000007,False,red_sequence,early
fig03_0621,NGVS,7.2,0.7400000000000002,False,red_sequence,early
fig03_0622,NGVS,5.3,0.9800000000000004,False,red_sequence,early
fig03_0623,NGVS,5.5,0.7899999999999991,False,red_sequence,early
fig03_0624,NGVS,5.4,0.7199999999999989,False,red_sequence,early
fig03_0625,NGVS,5.2,0.9299999999999997,False,red_sequence,early
fig03_0626,NGVS,7.2,0.7699999999999996,True,red_sequence,early
fig03_0627,NGVS,7.5,0.7099999999999991,True,red_sequence,early
fig03_0628,NGVS,7.0,0.75,False,red_sequence,early
fig03_0629,NGVS,6.3,0.7799999999999994,True,red_sequence,early
fig03_0630,NGVS,7.4,0.8199999999999985,True,red_sequence,early
fig03_0631,NGVS,7.6,0.8499999999999996,True,red_sequence,early
fig03_0632,NGVS,6.7,1.0700000000000003,True,red_sequence,early
fig03_0633,NGVS,6.9,0.7199999999999989,True,red_sequence,early
fig03_0634,NGVS,9.0,0.9299999999999997,False,red_sequence,early
fig03_0635,NGVS,5.5,0.8900000000000006,False,red_sequence,early
fig03_0636,NGVS,6.3,0.7300000000000004,False,red_sequence,early
fig03_0637,NGVS,6.0,0.5100000000000016,False,red_sequence,early
fig03_0638,NGVS,6.8,0.7899999999999991,True,red_sequence,early
fig03_0639,NGVS,7.4,0.8200000000000003,True,red_sequence,early
fig03_0640,NGVS,8.5,0.8699999999999992,True,red_sequence,early
fig03_0641,NGVS,5.8,0.6799999999999997,False,red_sequence,early
fig03_0642,NGVS,6.1,0.6400000000000006,True,red_sequence,early
fig03_0643,NGVS,5.0,0.6000000000000014,False,red_sequence,early
fig03_0644,NGVS,7.0,1.1199999999999992,True,red_sequence,early
fig03_0645,G09,6.961891688000001,1.30044,True,red_sequence,early
fig03_0646,G09,7.559070036,0.6191800000000001,False,red_sequence,early
fig03_0647,G09,8.620087898000001,0.63399,False,blue_cloud,late
fig03_0648,G09,7.385105760000001,0.6488,True,red_sequence,early
fig03_0649,G09,8.477248656,0.76728,False,red_sequence,early
fig03_0650,G09,8.371427276,0.9153800000000001,False,red_sequence,early
fig03_0651,G09,7.649463000000001,0.9450000000000001,True,red_sequence,early
fig03_0652,G09,9.132516586000001,0.98943,False,red_sequence,early
fig03_0653,G09,7.221105760000001,0.6488,False,red_sequence,early
fig03_0654,G09,6.972962864,0.5303199999999999,False,red_sequence,early
fig03_0655,G09,7.383802106000001,0.39703,False,blue_cloud,late
fig03_0656,G09,7.360230794,0.75247,False,red_sequence,early
fig03_0657,G09,6.5269985880000005,0.5599400000000001,False,red_sequence,early
fig03_0658,G09,7.247212932,0.73766,False,red_sequence,early
fig03_0659,G09,6.056087898,0.63399,False,red_sequence,early
fig03_0660,G09,6.168891416000001,0.47108000000000017,False,red_sequence,early
fig03_0661,G09,7.3908556920000015,0.4414600000000001,False,blue_cloud,late
fig03_0662,G09,6.186927140000001,0.5006999999999999,False,red_sequence,early
fig03_0663,G09,6.753320104000001,0.8265200000000001,False,red_sequence,early
fig03_0664,G09,5.8879450019999995,0.5155099999999999,False,red_sequence,early
fig03_0665,G09,7.581748792,1.18196,True,red_sequence,early
fig03_0666,G09,6.935855964,1.27082,False,red_sequence,early
fig03_0667,G09,6.521605896000001,1.0634800000000002,False,red_sequence,early
fig03_0668,G09,8.120302242,0.8117100000000002,False,red_sequence,early
fig03_0669,G09,6.262855692000001,0.4414600000000001,False,red_sequence,early
fig03_0670,G09,9.342195070000002,0.72285,False,blue_cloud,late
fig03_0671,G09,6.817105760000001,0.6488,False,red_sequence,early
fig03_0672,G09,6.581105760000002,0.6488,False,red_sequence,early
fig03_0673,G09,8.20510576,0.6488,True,blue_cloud,late
fig03_0674,G09,7.143587762000001,0.21931,False,blue_cloud,late
fig03_0675,G09,7.197463,0.9450000000000001,False,red_sequence,early
fig03_0676,G09,7.16037369,0.8709499999999999,False,red_sequence,early
fig03_0677,G09,7.563802106000001,0.39703,False,blue_cloud,late
fig03_0678,G09,7.437105760000002,0.6488,True,red_sequence,early
fig03_0679,G09,6.7911414840000015,0.67842,False,red_sequence,early
fig03_0680,G09,7.126998588,0.5599400000000001,True,red_sequence,early
fig03_0681,G09,6.733320104000001,0.8265200000000001,False,red_sequence,early
fig03_0682,G09,7.745105760000002,0.6488,False,red_sequence,early
fig03_0683,G09,7.004891416000001,0.47108000000000017,False,blue_cloud,late
fig03_0684,G09,5.87603404,-0.2398,False,blue_cloud,late
fig03_0685,G09,6.4643022420000005,0.8117100000000002,False,red_sequence,early
fig03_0686,G09,7.746855692,0.4414600000000001,False,blue_cloud,late
fig03_0687,G09,6.7038021059999995,0.39703,False,blue_cloud,late
fig03_0688,G09,5.274998588000001,0.5599400000000001,False,red_sequence,early
fig03_0689,G09,7.3121593460000005,0.69323,False,red_sequence,early
fig03_0690,G09,7.4149271400000005,0.5006999999999999,False,blue_cloud,late
fig03_0691,G09,8.946927140000001,0.5006999999999999,False,blue_cloud,late
fig03_0692,G09,8.612516586000003,0.98943,True,red_sequence,early
fig03_0693,G09,5.79092714,0.5006999999999999,False,red_sequence,early
fig03_0694,G09,4.59310576,0.6488,False,red_sequence,early
fig03_0695,G09,7.748962864,0.5303199999999999,False,blue_cloud,late
fig03_0696,G09,8.100891416000001,0.47108000000000017,False,blue_cloud,late
fig03_0697,G09,8.046998588000001,0.5599400000000001,True,blue_cloud,late
fig03_0698,G09,6.841248656000002,0.76728,False,red_sequence,early
fig03_0699,G09,6.253391552000002,0.8857600000000001,False,red_sequence,early
fig03_0700,G09,5.775070036000001,0.6191800000000001,False,red_sequence,early
fig03_0701,G09,7.493034312,0.5895600000000001,False,red_sequence,early
fig03_0702,G09,8.023070036,0.6191800000000001,False,blue_cloud,late
fig03_0703,G09,8.330927140000002,0.5006999999999999,False,blue_cloud,late
fig03_0704,G09,7.924159345999999,0.69323,False,red_sequence,early
fig03_0705,G09,8.089248656,0.76728,False,red_sequence,early
fig03_0706,G09,8.191427276,0.9153800000000001,False,red_sequence,early
fig03_0707,G09,7.698998588,0.5599400000000001,False,blue_cloud,late
fig03_0708,G09,7.527141484000001,0.67842,False,red_sequence,early
fig03_0709,G09,6.306855692000001,0.4414600000000001,False,red_sequence,early
fig03_0710,G09,6.812891416000001,0.47108000000000017,False,blue_cloud,late
fig03_0711,G09,6.010712796000001,0.32297999999999993,False,blue_cloud,late
fig03_0712,G09,6.236748520000001,0.3526,False,blue_cloud,late
fig03_0713,G14,8.13361656226654,0.4106135452270508,True,blue_cloud,late
fig03_0714,G14,7.559283529361248,0.08276985788345331,True,blue_cloud,late
fig03_0715,G14,8.341034160490514,0.32865280103683464,True,blue_cloud,late
fig03_0716,G14,7.599587504355433,0.023162625312805163,True,blue_cloud,late
fig03_0717,G14,8.874784738417054,0.574536454772949,True,blue_cloud,late
fig03_0718,G14,9.020707956679727,0.5894373746871948,True,blue_cloud,late
fig03_0719,G14,8.764405706334783,0.6490460284233093,True,blue_cloud,late
fig03_0720,G14,9.587800320229054,0.768261914730072,True,blue_cloud,late
fig03_0721,G14,8.724882405791474,0.3584567726135253,True,blue_cloud,late
fig03_0722,G14,9.803928342917729,0.93963457365036,True,red_sequence,early
fig03_0723,G14,8.715216468868066,0.6863011705398558,True,blue_cloud,late
fig03_0724,G14,8.728428614370538,0.44786939792633057,True,blue_cloud,late
fig03_0725,G14,8.379692878407765,0.395711914730072,True,blue_cloud,late
fig03_0726,G14,8.8660495365119,0.5223789715766907,True,blue_cloud,late
fig03_0727,G14,9.986738693463709,0.9768897157669065,True,red_sequence,early
fig03_0728,G14,8.892405202794743,0.6490460284233093,True,blue_cloud,late
fig03_0729,G14,9.153640370570852,0.20943691473007203,True,blue_cloud,late
fig03_0730,G14,9.227974067436508,0.5372813126564024,True,blue_cloud,late
fig03_0731,G14,9.931951189918328,0.7384579431533813,True,blue_cloud,late
fig03_0732,G14,9.25210227323065,0.7086539715766906,True,blue_cloud,late
fig03_0733,G14,7.424086829357243,-0.4686039715766907,True,blue_cloud,late
fig03_0734,G14,8.153359799726104,0.06786822738647452,True,blue_cloud,late
fig03_0735,G14,8.738936447339727,0.5447324831962586,True,blue_cloud,late
fig03_0736,G14,9.435821816623784,0.56708457365036,True,blue_cloud,late
fig03_0737,G14,10.353420880075694,0.8427718436717986,True,blue_cloud,late
fig03_0738,G14,9.430677716009427,0.20198574419021603,True,blue_cloud,late
fig03_0739,G14,10.377444158238601,0.6415955684661865,True,blue_cloud,late
fig03_0740,G14,10.43326903382392,0.8725758152484893,True,blue_cloud,late
fig03_0741,G14,10.230459129699042,0.8353210284233092,True,blue_cloud,late
fig03_0742,G14,7.448238004222299,-0.4984079431533814,True,blue_cloud,late
fig03_0743,G14,9.040882772002412,0.3584567726135253,True,blue_cloud,late
fig03_0744,G14,7.82049601055708,-0.15566191473007207,True,blue_cloud,late
fig03_0745,G14,9.044125440665818,0.5074773410797118,True,blue_cloud,late
fig03_0746,G14,9.146807165597917,0.3733591136932372,True,blue_cloud,late
fig03_0747,G14,9.371519383173371,0.6266932273864745,True,blue_cloud,late
fig03_0748,G14,9.417898193800164,0.5521829431533813,True,blue_cloud,late
fig03_0749,G14,8.71217036389513,0.1051233695030212,True,blue_cloud,late
fig03_0750,G14,9.000124914034558,0.5074766304969787,True,blue_cloud,late
fig03_0751,G14,6.494617478809452,-0.5729175168037415,True,blue_cloud,late
fig03_0752,G14,8.94159444026146,0.6117908863067627,True,blue_cloud,late
fig03_0753,G14,8.413208258650112,0.0976721989631652,True,blue_cloud,late
fig03_0754,G14,7.366616837940311,-0.5729175168037415,True,blue_cloud,late
fig03_0755,G14,9.207216667232323,0.6863011705398558,True,blue_cloud,late
fig03_0756,G14,9.285163488008692,0.5000261705398559,True,blue_cloud,late
fig03_0757,G14,9.43313971022196,0.7012028010368345,True,blue_cloud,late
fig03_0758,G14,9.220882695708466,0.3584567726135253,True,blue_cloud,late
fig03_0759,G14,9.976080517436506,0.9098313126564024,True,red_sequence,early
fig03_0760,G14,9.217746805312062,0.581986914730072,True,blue_cloud,late
fig03_0761,G14,8.312147776293946,0.30629999999999996,True,blue_cloud,late
fig03_0762,G14,9.517898193800164,0.5521829431533813,True,blue_cloud,late
fig03_0763,G14,9.906156184876156,0.8949289715766906,True,red_sequence,early
fig03_0764,G14,9.380708185561565,0.5894373746871948,True,blue_cloud,late
fig03_0765,G14,9.025920964506817,0.35100631265640253,True,blue_cloud,late
fig03_0766,G14,9.864708483310988,0.5894380852699279,True,blue_cloud,late
fig03_0767,G14,9.953140167985632,0.7012028010368345,True,blue_cloud,late
fig03_0768,G14,9.110352557628728,0.46277102842330925,True,blue_cloud,late
fig03_0769,G14,8.948254333105469,0.67885,True,blue_cloud,late
fig03_0770,G14,8.346829089238739,0.17218177261352535,True,blue_cloud,late
fig03_0771,G14,9.379215362402821,0.6863004599571227,True,blue_cloud,late
fig03_0772,G14,10.132511568668367,1.0215953178405761,True,red_sequence,early
fig03_0773,G14,9.806654579091838,0.4031623746871948,True,blue_cloud,late
fig03_0774,G14,10.857072680246352,1.304734113693237,True,red_sequence,early
fig03_0775,G14,9.626565152452947,1.2078710284233092,True,red_sequence,early
fig03_0776,G14,9.775474582014368,1.029047198963165,True,red_sequence,early
fig03_0777,G14,8.496018990665817,0.13492734107971188,True,blue_cloud,late
fig03_0778,G14,7.639480115736867,-0.349388085269928,True,blue_cloud,late
fig03_0779,G14,9.903648535012438,0.7980658863067627,True,blue_cloud,late
fig03_0780,G14,8.798223199592973,0.29139765892028807,True,blue_cloud,late
fig03_0781,G14,9.944989359331514,0.7310067726135252,True,blue_cloud,late
fig03_0782,G14,8.19922284182396,-0.6921341136932373,True,blue_cloud,late
fig03_0783,G14,9.633444295567704,0.6415955684661865,True,blue_cloud,late
fig03_0784,G14,10.312685468463709,0.7906147157669066,True,blue_cloud,late
fig03_0785,G14,9.801897064649774,0.5521829431533813,True,blue_cloud,late
fig03_0786,G14,9.203413238349151,0.2541432273864746,True,blue_cloud,late
fig03_0787,G14,8.307761381059553,-0.20781868734359743,True,blue_cloud,late
fig03_0788,G14,9.466980554020786,0.14237780103683467,True,blue_cloud,late
fig03_0789,G14,8.827283559878827,0.08276985788345331,True,blue_cloud,late
fig03_0790,G14,8.119373925136282,-0.721938085269928,True,blue_cloud,late
fig03_0791,G14,7.636691612537766,-0.5878205684661866,True,blue_cloud,late
fig03_0792,G14,2.9117114405326854,-3.7395932273864747,True,blue_cloud,late
fig03_0793,G14,9.752814704429152,0.9619880852699279,True,red_sequence,early
fig03_0794,G14,9.842610029905893,0.8055170568466186,True,blue_cloud,late
fig03_0795,G14,9.236276363557815,0.47767265892028804,True,blue_cloud,late
fig03_0796,G14,9.483692969960499,0.395711914730072,True,blue_cloud,late
fig03_0797,G14,8.458527250881101,0.2317904263496398,True,blue_cloud,late
fig03_0798,G14,7.870851844686603,-0.028994857883453407,True,blue_cloud,late
fig03_0799,G14,8.257358845848753,0.06786751680374142,True,blue_cloud,late
fig03_0800,G14,9.648579415192222,0.4180647157669067,True,blue_cloud,late
fig03_0801,G14,10.728814254091835,0.9619873746871948,True,blue_cloud,late
fig03_0802,G14,9.138548434267618,0.0306123746871948,True,blue_cloud,late
fig03_0803,G14,9.610632747003748,0.6043397157669066,True,blue_cloud,late
fig03_0804,G14,8.338139062535955,-0.2823289715766907,True,blue_cloud,late
fig03_0805,G14,7.982200909741211,0.49257499999999993,True,blue_cloud,late
fig03_0806,G14,10.089269029907705,0.8725754599571227,True,blue_cloud,late
fig03_0807,G14,9.789140229020788,0.7012028010368345,True,blue_cloud,late
fig03_0808,G14,8.967519673090363,0.6266932273864745,True,blue_cloud,late
fig03_0809,G14,10.36291326464577,0.7459091136932372,True,blue_cloud,late
fig03_0810,G14,8.921055626367666,0.12747545995712278,True,blue_cloud,late
fig03_0811,G14,7.713123686514569,-0.47605514211654665,True,blue_cloud,late
fig03_0812,G14,7.66951117295542,0.0380642558097839,True,blue_cloud,late
fig03_0813,G14,7.871306773090363,-0.11840677261352545,True,blue_cloud,late
fig03_0814,G14,6.842660898845006,-0.9752721989631652,True,blue_cloud,late
fig03_0815,G14,10.62466343801136,0.9917920568466185,True,red_sequence,early
fig03_0816,G14,9.651086683586216,0.5149278010368348,True,blue_cloud,late
fig03_0817,G14,8.440473117780114,0.04551471576690669,True,blue_cloud,late
fig03_0818,G14,9.784405401159002,0.6490460284233093,True,blue_cloud,late
fig03_0819,G14,8.923692741078662,0.395711914730072,True,blue_cloud,late
fig03_0820,G14,8.802504144481087,0.43296705684661857,True,blue_cloud,late
fig03_0821,G14,8.42875303249693,0.18708340311050414,True,blue_cloud,late
fig03_0822,G14,9.219239148021986,0.48512454004287714,True,blue_cloud,late
fig03_0823,G14,9.374655273569775,0.4031630852699279,True,blue_cloud,late
fig03_0824,G14,7.500736444214344,-0.9901745400428772,True,blue_cloud,late
fig03_0825,G14,8.449533401772024,-0.16311308526992802,True,blue_cloud,late
fig03_0826,G14,8.362677304022123,0.20198574419021603,True,blue_cloud,late
fig03_0827,G14,8.669488585354234,0.2392408863067627,True,blue_cloud,late
